,Un_Named,Date,Infrastructure_Machineries,Daily_Sales _Percentage,Daily_Sales_Quantity,Market_Share,Political,Marketing,Budget,Customer_Id,Region
1672,1672,Compactors,10/6/2019,0.030429155,59,35,1,1,12619.54,CUST01673,Lake Michael
1673,1673,10/6/2019,Tele Handlers ,0.030429155,68,35,1,1,12619.54,CUST01674,Adrianville
1674,1674,10/7/2019,Backhoe Loader,0.032918451,3574,35000,1,1,12619.54,CUST01675,Lake Samanthafurt
1675,1675,3/15/2025,Excavators(crawler),0.032918451,86,35,1,1,12619.54,CUST01676,West Cynthiabury
1676,1676,10/7/2019,Loaders (Wheeled),0.032918451,76,35,1,1,12619.54,CUST01677,Lopezshire
1677,1677,10/7/2019,Skid Steer Loaders,0.032918451,70,35,1,1,12619.54,CUST01678,East Megantown
1678,1678,10/7/2019,Compactors,0.032918451,58,35,1,1,12619.54,CUST01679,North Miranda
1679,1679,10/7/2019,Tele Handlers ,0.032918451,63,35,1,1,12619.54,CUST01680,East Casey
1680,1680,,invalid_data,-0.029616648,32,35,1,1,12619.54,CUST01681,Erikmouth
1681,1681,10/8/2019,Excavators(crawler),0.029616648,57,35,1,1,12619.54,CUST01682,Aliciaport
1682,1682,10/8/2019,Loaders (Wheeled),0.029616648,59,35,1,1,12619.54,CUST01683,Lake Jillland
1683,1683,10/8/2019,Skid Steer Loaders,0.029616648,66,35,1,1,12619.54,CUST01684,Mackberg
1684,1684,10/8/2019,Compactors,0.029616648,68,35,1,1,12619.54,CUST01685,Buckleyborough
1685,1685,10/8/2019,Tele Handlers ,0.029616648,69,35,1,1,12619.54,CUST01686,Troychester
1686,1686,10/9/2019,Backhoe Loader,0.024112317,75,35,1,1,12619.54,CUST01687,Emilychester
1687,1687,10/9/2019,Excavators(crawler),0.024112317,71,35,1,1,12619.54,CUST01688,East Derricktown
1688,1688,10/9/2019,Loaders (Wheeled),0.024112317,72,35,1,1,12619.54,CUST01689,Kelleybury
1689,1689,10/9/2019,Skid Steer Loaders,0.024112317,53,35,1,1,12619.54,CUST01690,Morganstad
1690,1690,,Compactors,0.024112317,82,35,1,1,12619.54,CUST01691,New Lindahaven
1691,1691,10/9/2019,Tele Handlers ,0.024112317,65,35,1,1,12619.54,CUST01692,East Catherine
1692,1692,10/10/2019,Backhoe Loader,0.0310465,3565,35000,1,1,12619.54,CUST01693,Port Sydney
1693,1693,10/10/2019,Excavators(crawler),0.0310465,76,35,1,1,12619.54,CUST01694,New Summer
1694,1694,Loaders (Wheeled),10/10/2019,0.0310465,55,35,1,1,12619.54,CUST01695,East Moniquechester
1695,1695,10/10/2019,invalid_data,0.0310465,84,35,1,1,12619.54,CUST01696,Mortonshire
1696,1696,10/10/2019,Compactors,0.0310465,49,35,1,1,12619.54,CUST01697,Woodborough
1697,1697,10/10/2019,Tele Handlers ,0.0310465,57,35,1,1,12619.54,CUST01698,West Nicholas
1698,1698,10/11/2019,Backhoe Loader,0.037721796,73,35,1,1,12619.54,CUST01699,South Susanport
1699,1699,10/11/2019,Excavators(crawler),0.037721796,97,35,1,1,12619.54,CUST01700,South Elijahland
1700,1700,3/15/2025,Loaders (Wheeled),-0.037721796,48,35,1,1,12619.54,CUST01701,Lake Stevenville
1701,1701,10/11/2019,Skid Steer Loaders,0.037721796,66,35,1,1,12619.54,CUST01702,West Vanessaview
1702,1702,10/11/2019,Compactors,0.037721796,79,35,1,1,12619.54,CUST01703,Lake Amy
1703,1703,10/11/2019,Tele Handlers ,0.037721796,70,35,1,1,12619.54,CUST01704,South Sarahville
1704,1704,10/12/2019,Backhoe Loader,0.035710445,78,35,1,1,12619.54,CUST01705,Gomezberg
1705,1705,10/12/2019,Excavators(crawler),0.035710445,68,35,1,1,12619.54,CUST01706,Port Pamela
1706,1706,10/12/2019,Loaders (Wheeled),0.035710445,61,35,1,1,12619.54,CUST01707,Andrewmouth
1707,1707,10/12/2019,Skid Steer Loaders,0.035710445,90,35,1,1,12619.54,CUST01708,Stephensonstad
1708,1708,10/12/2019,Compactors,0.035710445,74,35,1,1,12619.54,CUST01709,West Hollystad
1709,1709,10/12/2019,Tele Handlers ,0.035710445,65,35,1,1,12619.54,CUST01710,Andradeberg
1710,1710,,invalid_data,0.028760331,3573,35000,1,1,12619.54,CUST01711,Michellestad
1711,1711,10/13/2019,Excavators(crawler),0.028760331,76,35,1,1,12619.54,CUST01712,South Daniel
1712,1712,10/13/2019,Loaders (Wheeled),0.028760331,71,35,1,1,12619.54,CUST01713,New Franciscoland
1713,1713,10/13/2019,Skid Steer Loaders,0.028760331,45,35,1,1,12619.54,CUST01714,West Patricialand
1714,1714,10/13/2019,Compactors,0.028760331,78,35,1,1,12619.54,CUST01715,Millerport
1715,1715,10/13/2019,Tele Handlers ,0.028760331,79,35,1,1,12619.54,CUST01716,Jonathanton
1716,1716,Backhoe Loader,10/14/2019,0.026968037,40,35,1,1,12619.54,CUST01717,Edwinstad
1717,1717,10/14/2019,Excavators(crawler),0.026968037,75,35,1,1,12619.54,CUST01718,Anaview
1718,1718,10/14/2019,Loaders (Wheeled),0.026968037,74,35,1,1,12619.54,CUST01719,Johnsonburgh
1719,1719,10/14/2019,Skid Steer Loaders,0.026968037,56,35,1,1,12619.54,CUST01720,Romeroborough
1720,1720,,Compactors,-0.026968037,36,35,1,1,12619.54,CUST01721,East Timothy
1721,1721,10/14/2019,Tele Handlers ,0.026968037,88,35,1,1,12619.54,CUST01722,Haydenview
1722,1722,10/15/2019,Backhoe Loader,0.030620333,66,35,1,1,12619.54,CUST01723,West Ashlee
1723,1723,10/15/2019,Excavators(crawler),0.030620333,57,35,1,1,12619.54,CUST01724,Port Theresastad
1724,1724,10/15/2019,Loaders (Wheeled),0.030620333,68,35,1,1,12619.54,CUST01725,West Brianville
1725,1725,3/15/2025,invalid_data,0.030620333,64,35,1,1,12619.54,CUST01726,West Shelley
1726,1726,10/15/2019,Compactors,0.030620333,71,35,1,1,12619.54,CUST01727,New Keithland
1727,1727,10/15/2019,Tele Handlers ,0.030620333,67,35,1,1,12619.54,CUST01728,West Robinhaven
1728,1728,10/16/2019,Backhoe Loader,0.032464403,3582,35000,1,1,12619.54,CUST01729,Timothyhaven
1729,1729,10/16/2019,Excavators(crawler),0.032464403,59,35,1,1,12619.54,CUST01730,Robertstown
1730,1730,,Loaders (Wheeled),0.032464403,88,35,1,1,12619.54,CUST01731,Drakemouth
1731,1731,10/16/2019,Skid Steer Loaders,0.032464403,96,35,1,1,12619.54,CUST01732,Perezville
1732,1732,10/16/2019,Compactors,0.032464403,74,35,1,1,12619.54,CUST01733,Port Rickyside
1733,1733,10/16/2019,Tele Handlers ,0.032464403,78,35,1,1,12619.54,CUST01734,Ashleybury
1734,1734,10/17/2019,Backhoe Loader,0.0378373,67,35,1,1,12619.54,CUST01735,Danabury
1735,1735,10/17/2019,Excavators(crawler),0.0378373,92,35,1,1,12619.54,CUST01736,South Nicoletown
1736,1736,10/17/2019,Loaders (Wheeled),0.0378373,65,35,1,1,12619.54,CUST01737,North Ivan
1737,1737,10/17/2019,Skid Steer Loaders,0.0378373,58,35,1,1,12619.54,CUST01738,South Robert
1738,1738,Compactors,10/17/2019,0.0378373,62,35,1,1,12619.54,CUST01739,Georgemouth
1739,1739,10/17/2019,Tele Handlers ,0.0378373,72,35,1,1,12619.54,CUST01740,East Brian
1740,1740,,invalid_data,-0.03203027,42,35,1,1,12619.54,CUST01741,East Carlosside
1741,1741,10/18/2019,Excavators(crawler),0.03203027,86,35,1,1,12619.54,CUST01742,East Kendraburgh
1742,1742,10/18/2019,Loaders (Wheeled),0.03203027,69,35,1,1,12619.54,CUST01743,Sextontown
1743,1743,10/18/2019,Skid Steer Loaders,0.03203027,63,35,1,1,12619.54,CUST01744,Port Amber
1744,1744,10/18/2019,Compactors,0.03203027,57,35,1,1,12619.54,CUST01745,Lake Bonnieborough
1745,1745,10/18/2019,Tele Handlers ,0.03203027,83,35,1,1,12619.54,CUST01746,Ambertown
1746,1746,10/19/2019,Backhoe Loader,0.029959176,3566,35000,1,1,12619.54,CUST01747,New Michelle
1747,1747,10/19/2019,Excavators(crawler),0.029959176,76,35,1,1,12619.54,CUST01748,Lake Maria
1748,1748,10/19/2019,Loaders (Wheeled),0.029959176,65,35,1,1,12619.54,CUST01749,Port Tammy
1749,1749,10/19/2019,Skid Steer Loaders,0.029959176,51,35,1,1,12619.54,CUST01750,South Gregorytown
1750,1750,3/15/2025,Compactors,0.029959176,85,35,1,1,12619.54,CUST01751,New Melissa
1751,1751,10/19/2019,Tele Handlers ,0.029959176,59,35,1,1,12619.54,CUST01752,New Catherinefort
1752,1752,10/20/2019,Backhoe Loader,0.034874042,63,35,1,1,12619.54,CUST01753,Willisview
1753,1753,10/20/2019,Excavators(crawler),0.034874042,75,35,1,1,12619.54,CUST01754,Jacksonstad
1754,1754,10/20/2019,Loaders (Wheeled),0.034874042,56,35,1,1,12619.54,CUST01755,North Kristy
1755,1755,10/20/2019,invalid_data,0.034874042,63,35,1,1,12619.54,CUST01756,Briannamouth
1756,1756,10/20/2019,Compactors,0.034874042,71,35,1,1,12619.54,CUST01757,Morrisonborough
1757,1757,10/20/2019,Tele Handlers ,0.034874042,81,35,1,1,12619.54,CUST01758,Angelaside
1758,1758,10/21/2019,Backhoe Loader,0.02726277,74,35,1,1,12619.54,CUST01759,West William
1759,1759,10/21/2019,Excavators(crawler),0.02726277,76,35,1,1,12619.54,CUST01760,West Joshua
1760,1760,Loaders (Wheeled),,-0.02726277,47,35,1,1,12619.54,CUST01761,West Victoria
1761,1761,10/21/2019,Skid Steer Loaders,0.02726277,80,35,1,1,12619.54,CUST01762,Edwardsview
1762,1762,10/21/2019,Compactors,0.02726277,58,35,1,1,12619.54,CUST01763,Larsenview
1763,1763,10/21/2019,Tele Handlers ,0.02726277,67,35,1,1,12619.54,CUST01764,Port Kaylabury
1764,1764,10/22/2019,Backhoe Loader,0.029110823,3573,35000,1,1,12619.54,CUST01765,West Philip
1765,1765,10/22/2019,Excavators(crawler),0.029110823,70,35,1,1,12619.54,CUST01766,Wendyberg
1766,1766,10/22/2019,Loaders (Wheeled),0.029110823,61,35,1,1,12619.54,CUST01767,Jacquelineville
1767,1767,10/22/2019,Skid Steer Loaders,0.029110823,67,35,1,1,12619.54,CUST01768,Jessicastad
1768,1768,10/22/2019,Compactors,0.029110823,65,35,1,1,12619.54,CUST01769,Port Samuelburgh
1769,1769,10/22/2019,Tele Handlers ,0.029110823,76,35,1,1,12619.54,CUST01770,Harveymouth
1770,1770,,invalid_data,0.027370308,64,35,1,1,12619.54,CUST01771,Andreaview
1771,1771,10/23/2019,Excavators(crawler),0.027370308,37,35,1,1,12619.54,CUST01772,Lake Brittanyborough
1772,1772,10/23/2019,Loaders (Wheeled),0.027370308,66,35,1,1,12619.54,CUST01773,Kerrmouth
1773,1773,10/23/2019,Skid Steer Loaders,0.027370308,62,35,1,1,12619.54,CUST01774,Port Lisa
1774,1774,10/23/2019,Compactors,0.027370308,69,35,1,1,12619.54,CUST01775,West Marilynview
1775,1775,3/15/2025,Tele Handlers ,0.027370308,75,35,1,1,12619.54,CUST01776,Amandaport
1776,1776,10/24/2019,Backhoe Loader,0.033687145,67,35,1,1,12619.54,CUST01777,Jaredberg
1777,1777,10/24/2019,Excavators(crawler),0.033687145,67,35,1,1,12619.54,CUST01778,North Michael
1778,1778,10/24/2019,Loaders (Wheeled),0.033687145,82,35,1,1,12619.54,CUST01779,Port Suzannefort
1779,1779,10/24/2019,Skid Steer Loaders,0.033687145,67,35,1,1,12619.54,CUST01780,North Raymondberg
1780,1780,,Compactors,-0.033687145,32,35,1,1,12619.54,CUST01781,Brianton
1781,1781,10/24/2019,Tele Handlers ,0.033687145,72,35,1,1,12619.54,CUST01782,South Derrick
1782,1782,Backhoe Loader,10/25/2019,0.037494772,3571,35000,1,1,12619.54,CUST01783,Gwendolynborough
1783,1783,10/25/2019,Excavators(crawler),0.037494772,68,35,1,1,12619.54,CUST01784,Landryview
1784,1784,10/25/2019,Loaders (Wheeled),0.037494772,86,35,1,1,12619.54,CUST01785,Port Hannahside
1785,1785,10/25/2019,invalid_data,0.037494772,60,35,1,1,12619.54,CUST01786,Haynesstad
1786,1786,10/25/2019,Compactors,0.037494772,72,35,1,1,12619.54,CUST01787,East Michael
1787,1787,10/25/2019,Tele Handlers ,0.037494772,91,35,1,1,12619.54,CUST01788,South Danielborough
1788,1788,10/26/2019,Backhoe Loader,0.035355969,69,35,1,1,12619.54,CUST01789,Jaclynstad
1789,1789,10/26/2019,Excavators(crawler),0.035355969,82,35,1,1,12619.54,CUST01790,North Angela
1790,1790,,Loaders (Wheeled),0.035355969,68,35,1,1,12619.54,CUST01791,East Kristine
1791,1791,10/26/2019,Skid Steer Loaders,0.035355969,60,35,1,1,12619.54,CUST01792,Walshville
1792,1792,10/26/2019,Compactors,0.035355969,69,35,1,1,12619.54,CUST01793,Lake Jose
1793,1793,10/26/2019,Tele Handlers ,0.035355969,66,35,1,1,12619.54,CUST01794,Susanport
1794,1794,10/27/2019,Backhoe Loader,0.036180424,76,35,1,1,12619.54,CUST01795,East Brandonton
1795,1795,10/27/2019,Excavators(crawler),0.036180424,64,35,1,1,12619.54,CUST01796,Poncefurt
1796,1796,10/27/2019,Loaders (Wheeled),0.036180424,76,35,1,1,12619.54,CUST01797,East Raymond
1797,1797,10/27/2019,Skid Steer Loaders,0.036180424,63,35,1,1,12619.54,CUST01798,North Christianborough
1798,1798,10/27/2019,Compactors,0.036180424,78,35,1,1,12619.54,CUST01799,Lake Crystalside
1799,1799,10/27/2019,Tele Handlers ,0.036180424,71,35,1,1,12619.54,CUST01800,New Troy
1800,1800,3/15/2025,invalid_data,-0.039784925,3535,35000,1,1,12619.54,CUST01801,New Juanhaven
1801,1801,10/28/2019,Excavators(crawler),0.039784925,59,35,1,1,12619.54,CUST01802,Port Carlosburgh
1802,1802,10/28/2019,Loaders (Wheeled),0.039784925,92,35,1,1,12619.54,CUST01803,South Walter
1803,1803,10/28/2019,Skid Steer Loaders,0.039784925,77,35,1,1,12619.54,CUST01804,Oconnorhaven
1804,1804,Compactors,10/28/2019,0.039784925,63,35,1,1,12619.54,CUST01805,Michaelfurt
1805,1805,10/28/2019,Tele Handlers ,0.039784925,79,35,1,1,12619.54,CUST01806,New Ericaberg
1806,1806,10/29/2019,Backhoe Loader,0.039605696,76,35,1,1,12619.54,CUST01807,North Gary
1807,1807,10/29/2019,Excavators(crawler),0.039605696,65,35,1,1,12619.54,CUST01808,Drewside
1808,1808,10/29/2019,Loaders (Wheeled),0.039605696,69,35,1,1,12619.54,CUST01809,West Martinbury
1809,1809,10/29/2019,Skid Steer Loaders,0.039605696,68,35,1,1,12619.54,CUST01810,Crossfurt
1810,1810,,Compactors,0.039605696,84,35,1,1,12619.54,CUST01811,Carmenborough
1811,1811,10/29/2019,Tele Handlers ,0.039605696,63,35,1,1,12619.54,CUST01812,New Karitown
1812,1812,10/30/2019,Backhoe Loader,0.031914767,70,35,1,1,12619.54,CUST01813,Reedview
1813,1813,10/30/2019,Excavators(crawler),0.031914767,73,35,1,1,12619.54,CUST01814,Toddburgh
1814,1814,10/30/2019,Loaders (Wheeled),0.031914767,57,35,1,1,12619.54,CUST01815,East Dianechester
1815,1815,10/30/2019,invalid_data,0.031914767,57,35,1,1,12619.54,CUST01816,East Nicoleview
1816,1816,10/30/2019,Compactors,0.031914767,84,35,1,1,12619.54,CUST01817,New Dawnmouth
1817,1817,10/30/2019,Tele Handlers ,0.031914767,84,35,1,1,12619.54,CUST01818,Lake Corey
1818,1818,10/31/2019,Backhoe Loader,0.027449965,3545,35000,1,1,12619.54,CUST01819,North Jessicaberg
1819,1819,10/31/2019,Excavators(crawler),0.027449965,57,35,1,1,12619.54,CUST01820,Ibarratown
1820,1820,,Loaders (Wheeled),-0.027449965,26,35,1,1,12619.54,CUST01821,East Rachelport
1821,1821,10/31/2019,Skid Steer Loaders,0.027449965,55,35,1,1,12619.54,CUST01822,North Dylanside
1822,1822,10/31/2019,Compactors,0.027449965,67,35,1,1,12619.54,CUST01823,Lake Ashley
1823,1823,10/31/2019,Tele Handlers ,0.027449965,59,35,1,1,12619.54,CUST01824,New Jeffreystad
1824,1824,11/1/2019,Backhoe Loader,0.034463806,14,35,1,0,21410.07,CUST01825,Johnsonmouth
1825,1825,3/15/2025,Excavators(crawler),0.034463806,24,35,1,0,21410.07,CUST01826,Port Andrewville
1826,1826,Loaders (Wheeled),11/1/2019,0.034463806,17,35,1,0,21410.07,CUST01827,Clarkfurt
1827,1827,11/1/2019,Skid Steer Loaders,0.034463806,37,35,1,0,21410.07,CUST01828,Port Tracyville
1828,1828,11/1/2019,Compactors,0.034463806,27,35,1,0,21410.07,CUST01829,South Lance
1829,1829,11/1/2019,Tele Handlers ,0.034463806,3,35,1,0,21410.07,CUST01830,North Ethan
1830,1830,,invalid_data,0.038629891,6,35,1,0,21410.07,CUST01831,Mackfort
1831,1831,11/2/2019,Excavators(crawler),0.038629891,11,35,1,0,21410.07,CUST01832,Kempport
1832,1832,11/2/2019,Loaders (Wheeled),0.038629891,30,35,1,0,21410.07,CUST01833,Kaufmanfurt
1833,1833,11/2/2019,Skid Steer Loaders,0.038629891,18,35,1,0,21410.07,CUST01834,Christyborough
1834,1834,11/2/2019,Compactors,0.038629891,34,35,1,0,21410.07,CUST01835,South Gavin
1835,1835,11/2/2019,Tele Handlers ,0.038629891,29,35,1,0,21410.07,CUST01836,Pricefort
1836,1836,11/3/2019,Backhoe Loader,0.025637758,3509,35000,1,0,21410.07,CUST01837,Bradton
1837,1837,11/3/2019,Excavators(crawler),0.025637758,12,35,1,0,21410.07,CUST01838,Moorestad
1838,1838,11/3/2019,Loaders (Wheeled),0.025637758,8,35,1,0,21410.07,CUST01839,Kyleland
1839,1839,11/3/2019,Skid Steer Loaders,0.025637758,26,35,1,0,21410.07,CUST01840,Annefurt
1840,1840,,Compactors,-0.025637758,-18,35,1,0,21410.07,CUST01841,Morganland
1841,1841,11/3/2019,Tele Handlers ,0.025637758,13,35,1,0,21410.07,CUST01842,Andrewshire
1842,1842,11/4/2019,Backhoe Loader,0.028812108,6,35,1,0,21410.07,CUST01843,Mccormickview
1843,1843,11/4/2019,Excavators(crawler),0.028812108,22,35,1,0,21410.07,CUST01844,Lake Kelly
1844,1844,11/4/2019,Loaders (Wheeled),0.028812108,8,35,1,0,21410.07,CUST01845,Port Karaton
1845,1845,11/4/2019,invalid_data,0.028812108,23,35,1,0,21410.07,CUST01846,New Jonathonport
1846,1846,11/4/2019,Compactors,0.028812108,1,35,1,0,21410.07,CUST01847,Bakerstad
1847,1847,11/4/2019,Tele Handlers ,0.028812108,26,35,1,0,21410.07,CUST01848,Port Stevenfurt
1848,1848,Backhoe Loader,11/5/2019,0.03216967,34,35,1,0,21410.07,CUST01849,Lynntown
1849,1849,11/5/2019,Excavators(crawler),0.03216967,20,35,1,0,21410.07,CUST01850,Zamoraside
1850,1850,3/15/2025,Loaders (Wheeled),0.03216967,5,35,1,0,21410.07,CUST01851,Brandonmouth
1851,1851,11/5/2019,Skid Steer Loaders,0.03216967,26,35,1,0,21410.07,CUST01852,East Dustin
1852,1852,11/5/2019,Compactors,0.03216967,18,35,1,0,21410.07,CUST01853,New Wandaborough
1853,1853,11/5/2019,Tele Handlers ,0.03216967,12,35,1,0,21410.07,CUST01854,East Jonathan
1854,1854,11/6/2019,Backhoe Loader,0.030429155,3504,35000,1,0,21410.07,CUST01855,South Christopher
1855,1855,11/6/2019,Excavators(crawler),0.030429155,17,35,1,0,21410.07,CUST01856,Lake Chad
1856,1856,11/6/2019,Loaders (Wheeled),0.030429155,6,35,1,0,21410.07,CUST01857,West Tylerport
1857,1857,11/6/2019,Skid Steer Loaders,0.030429155,13,35,1,0,21410.07,CUST01858,Elaineside
1858,1858,11/6/2019,Compactors,0.030429155,24,35,1,0,21410.07,CUST01859,Holdenberg
1859,1859,11/6/2019,Tele Handlers ,0.030429155,22,35,1,0,21410.07,CUST01860,West Jose
1860,1860,,invalid_data,-0.032918451,-17,35,1,0,21410.07,CUST01861,New Lindaport
1861,1861,11/7/2019,Excavators(crawler),0.032918451,26,35,1,0,21410.07,CUST01862,Steelemouth
1862,1862,11/7/2019,Loaders (Wheeled),0.032918451,6,35,1,0,21410.07,CUST01863,Brittanyhaven
1863,1863,11/7/2019,Skid Steer Loaders,0.032918451,30,35,1,0,21410.07,CUST01864,East Christina
1864,1864,11/7/2019,Compactors,0.032918451,7,35,1,0,21410.07,CUST01865,Port Jeffreyview
1865,1865,11/7/2019,Tele Handlers ,0.032918451,18,35,1,0,21410.07,CUST01866,East Ryan
1866,1866,11/8/2019,Backhoe Loader,0.029616648,10,35,1,0,21410.07,CUST01867,New Jonathanmouth
1867,1867,11/8/2019,Excavators(crawler),0.029616648,8,35,1,0,21410.07,CUST01868,Port Brian
1868,1868,11/8/2019,Loaders (Wheeled),0.029616648,13,35,1,0,21410.07,CUST01869,East Jeffreyport
1869,1869,11/8/2019,Skid Steer Loaders,0.029616648,0,35,1,0,21410.07,CUST01870,Douglasmouth
1870,1870,Compactors,,0.029616648,25,35,1,0,21410.07,CUST01871,New Christinaburgh
1871,1871,11/8/2019,Tele Handlers ,0.029616648,31,35,1,0,21410.07,CUST01872,Lake Kaylaside
1872,1872,11/9/2019,Backhoe Loader,0.024112317,3514,35000,1,0,21410.07,CUST01873,West Kayla
1873,1873,11/9/2019,Excavators(crawler),0.024112317,15,35,1,0,21410.07,CUST01874,Lake Natalieville
1874,1874,11/9/2019,Loaders (Wheeled),0.024112317,1,35,1,0,21410.07,CUST01875,Martinezburgh
1875,1875,3/15/2025,invalid_data,0.024112317,-6,35,1,0,21410.07,CUST01876,South Nathan
1876,1876,11/9/2019,Compactors,0.024112317,17,35,1,0,21410.07,CUST01877,Taylorhaven
1877,1877,11/9/2019,Tele Handlers ,0.024112317,23,35,1,0,21410.07,CUST01878,Drewchester
1878,1878,11/10/2019,Backhoe Loader,0.0310465,19,35,1,0,21410.07,CUST01879,New Lori
1879,1879,11/10/2019,Excavators(crawler),0.0310465,22,35,1,0,21410.07,CUST01880,Lake Yvetteshire
1880,1880,,Loaders (Wheeled),-0.0310465,-20,35,1,0,21410.07,CUST01881,South Monica
1881,1881,11/10/2019,Skid Steer Loaders,0.0310465,16,35,1,0,21410.07,CUST01882,Frankside
1882,1882,11/10/2019,Compactors,0.0310465,33,35,1,0,21410.07,CUST01883,Allenview
1883,1883,11/10/2019,Tele Handlers ,0.0310465,7,35,1,0,21410.07,CUST01884,Cruzmouth
1884,1884,11/11/2019,Backhoe Loader,0.037721796,13,35,1,0,21410.07,CUST01885,Lisamouth
1885,1885,11/11/2019,Excavators(crawler),0.037721796,22,35,1,0,21410.07,CUST01886,Chavezton
1886,1886,11/11/2019,Loaders (Wheeled),0.037721796,19,35,1,0,21410.07,CUST01887,West Jenniferchester
1887,1887,11/11/2019,Skid Steer Loaders,0.037721796,45,35,1,0,21410.07,CUST01888,Port Jeffreyton
1888,1888,11/11/2019,Compactors,0.037721796,37,35,1,0,21410.07,CUST01889,North Jimmyfort
1889,1889,11/11/2019,Tele Handlers ,0.037721796,30,35,1,0,21410.07,CUST01890,South David
1890,1890,,invalid_data,0.035710445,3501,35000,1,0,21410.07,CUST01891,Alexmouth
1891,1891,11/12/2019,Excavators(crawler),0.035710445,11,35,1,0,21410.07,CUST01892,South Willie
1892,1892,Loaders (Wheeled),11/12/2019,0.035710445,13,35,1,0,21410.07,CUST01893,West Nancyfurt
1893,1893,11/12/2019,Skid Steer Loaders,0.035710445,27,35,1,0,21410.07,CUST01894,Matthewville
1894,1894,11/12/2019,Compactors,0.035710445,9,35,1,0,21410.07,CUST01895,Johnland
1895,1895,11/12/2019,Tele Handlers ,0.035710445,20,35,1,0,21410.07,CUST01896,Kristiburgh
1896,1896,11/13/2019,Backhoe Loader,0.028760331,20,35,1,0,21410.07,CUST01897,Whiteport
1897,1897,11/13/2019,Excavators(crawler),0.028760331,20,35,1,0,21410.07,CUST01898,New Christyton
1898,1898,11/13/2019,Loaders (Wheeled),0.028760331,20,35,1,0,21410.07,CUST01899,East Mason
1899,1899,11/13/2019,Skid Steer Loaders,0.028760331,25,35,1,0,21410.07,CUST01900,Port Laura
1900,1900,3/15/2025,Compactors,-0.028760331,-10,35,1,0,21410.07,CUST01901,South Stephenton
1901,1901,11/13/2019,Tele Handlers ,0.028760331,46,35,1,0,21410.07,CUST01902,Perkinsberg
1902,1902,11/14/2019,Backhoe Loader,0.026968037,13,35,1,0,21410.07,CUST01903,Leefurt
1903,1903,11/14/2019,Excavators(crawler),0.026968037,16,35,1,0,21410.07,CUST01904,Ericton
1904,1904,11/14/2019,Loaders (Wheeled),0.026968037,-1,35,1,0,21410.07,CUST01905,South Colin
1905,1905,11/14/2019,invalid_data,0.026968037,15,35,1,0,21410.07,CUST01906,Alexton
1906,1906,11/14/2019,Compactors,0.026968037,9,35,1,0,21410.07,CUST01907,Wrightland
1907,1907,11/14/2019,Tele Handlers ,0.026968037,11,35,1,0,21410.07,CUST01908,East Anthonyland
1908,1908,11/15/2019,Backhoe Loader,0.030620333,3506,35000,1,0,21410.07,CUST01909,Victoriahaven
1909,1909,11/15/2019,Excavators(crawler),0.030620333,6,35,1,0,21410.07,CUST01910,Bennettberg
1910,1910,,Loaders (Wheeled),0.030620333,36,35,1,0,21410.07,CUST01911,Morganshire
1911,1911,11/15/2019,Skid Steer Loaders,0.030620333,13,35,1,0,21410.07,CUST01912,Markfurt
1912,1912,11/15/2019,Compactors,0.030620333,18,35,1,0,21410.07,CUST01913,West Jessica
1913,1913,11/15/2019,Tele Handlers ,0.030620333,17,35,1,0,21410.07,CUST01914,New Kayla
1914,1914,Backhoe Loader,11/16/2019,0.032464403,9,35,1,0,21410.07,CUST01915,Alexandriaton
1915,1915,11/16/2019,Excavators(crawler),0.032464403,35,35,1,0,21410.07,CUST01916,East Patricia
1916,1916,11/16/2019,Loaders (Wheeled),0.032464403,-2,35,1,0,21410.07,CUST01917,Millsburgh
1917,1917,11/16/2019,Skid Steer Loaders,0.032464403,33,35,1,0,21410.07,CUST01918,Lake Joshua
1918,1918,11/16/2019,Compactors,0.032464403,20,35,1,0,21410.07,CUST01919,Lisaview
1919,1919,11/16/2019,Tele Handlers ,0.032464403,5,35,1,0,21410.07,CUST01920,Tracyside
1920,1920,,invalid_data,-0.0378373,-21,35,1,0,21410.07,CUST01921,Molinabury
1921,1921,11/17/2019,Excavators(crawler),0.0378373,29,35,1,0,21410.07,CUST01922,Mortonport
1922,1922,11/17/2019,Loaders (Wheeled),0.0378373,43,35,1,0,21410.07,CUST01923,Websterview
1923,1923,11/17/2019,Skid Steer Loaders,0.0378373,17,35,1,0,21410.07,CUST01924,West Louisview
1924,1924,11/17/2019,Compactors,0.0378373,42,35,1,0,21410.07,CUST01925,West Anthonyville
1925,1925,3/15/2025,Tele Handlers ,0.0378373,12,35,1,0,21410.07,CUST01926,Whiteton
1926,1926,11/18/2019,Backhoe Loader,0.03203027,3511,35000,1,0,21410.07,CUST01927,West Tommy
1927,1927,11/18/2019,Excavators(crawler),0.03203027,17,35,1,0,21410.07,CUST01928,Davidport
1928,1928,11/18/2019,Loaders (Wheeled),0.03203027,35,35,1,0,21410.07,CUST01929,Harrishaven
1929,1929,11/18/2019,Skid Steer Loaders,0.03203027,5,35,1,0,21410.07,CUST01930,Taylortown
1930,1930,,Compactors,0.03203027,18,35,1,0,21410.07,CUST01931,West Angela
1931,1931,11/18/2019,Tele Handlers ,0.03203027,32,35,1,0,21410.07,CUST01932,Annville
1932,1932,11/19/2019,Backhoe Loader,0.029959176,22,35,1,0,21410.07,CUST01933,East Georgeborough
